ds,y,is_weekend,month,disease_severity,location
2018-06-05,7,0,6,1.4827586206896552,Ludhiana Central
2018-06-06,4,0,6,1.4827586206896552,Ludhiana Central
2018-06-07,8,0,6,1.5,Ludhiana Central
2018-06-08,4,0,6,1.4482758620689655,Ludhiana Central
2018-06-09,6,1,6,1.5,Ludhiana Central
2018-06-10,4,1,6,1.5,Ludhiana Central
2018-06-11,5,0,6,1.4482758620689655,Ludhiana Central
2018-06-12,2,0,6,1.5,Ludhiana Central
2018-06-13,5,0,6,1.5,Ludhiana Central
2018-06-14,10,0,6,1.5,Ludhiana Central
2018-06-15,5,0,6,1.5,Ludhiana Central
2018-06-16,6,1,6,1.5,Ludhiana Central
2018-06-17,2,1,6,1.5,Ludhiana Central
2018-06-18,2,0,6,1.5,Ludhiana Central
2018-06-19,4,0,6,1.5,Ludhiana Central
2018-06-20,4,0,6,1.5,Ludhiana Central
2018-06-21,7,0,6,1.5,Ludhiana Central
2018-06-22,7,0,6,1.5,Ludhiana Central
2018-06-23,5,1,6,1.5,Ludhiana Central
2018-06-24,5,1,6,1.5,Ludhiana Central
2018-06-25,5,0,6,1.5,Ludhiana Central
2018-06-26,6,0,6,1.5,Ludhiana Central
2018-06-27,5,0,6,1.5,Ludhiana Central
2018-06-28,9,0,6,1.5,Ludhiana Central
2018-06-29,4,0,6,1.4482758620689655,Ludhiana Central
2018-06-30,5,1,6,1.4482758620689655,Ludhiana Central
2018-07-01,6,1,7,1.5,Ludhiana Central
2018-07-02,9,0,7,1.4482758620689655,Ludhiana Central
2018-07-03,6,0,7,1.4482758620689655,Ludhiana Central
2018-07-04,7,0,7,1.5,Ludhiana Central
2018-07-05,7,0,7,1.4827586206896552,Ludhiana Central
2018-07-06,1,0,7,1.3703703703703705,Ludhiana Central
2018-07-07,4,1,7,1.5,Ludhiana Central
2018-07-08,2,1,7,1.5,Ludhiana Central
2018-07-09,6,0,7,1.5,Ludhiana Central
2018-07-10,9,0,7,1.5,Ludhiana Central
2018-07-11,2,0,7,1.5,Ludhiana Central
2018-07-12,4,0,7,1.4482758620689655,Ludhiana Central
2018-07-13,4,0,7,1.5,Ludhiana Central
2018-07-14,4,1,7,1.5,Ludhiana Central
2018-07-15,3,1,7,1.5,Ludhiana Central
2018-07-16,2,0,7,1.5,Ludhiana Central
2018-07-17,5,0,7,1.4482758620689655,Ludhiana Central
2018-07-18,4,0,7,1.5,Ludhiana Central
2018-07-19,7,0,7,1.5,Ludhiana Central
2018-07-20,8,0,7,1.5,Ludhiana Central
2018-07-21,3,1,7,1.4482758620689655,Ludhiana Central
2018-07-22,3,1,7,1.5,Ludhiana Central
2018-07-23,5,0,7,1.5,Ludhiana Central
2018-07-24,2,0,7,1.5,Ludhiana Central
2018-07-25,3,0,7,1.3928571428571428,Ludhiana Central
2018-07-26,8,0,7,1.5,Ludhiana Central
2018-07-27,2,0,7,1.4482758620689655,Ludhiana Central
2018-07-28,6,1,7,1.5,Ludhiana Central
2018-07-29,2,1,7,1.5,Ludhiana Central
2018-07-30,7,0,7,1.5,Ludhiana Central
2018-07-31,6,0,7,1.5,Ludhiana Central
2018-08-01,9,0,8,1.5,Ludhiana Central
2018-08-02,4,0,8,1.4482758620689655,Ludhiana Central
2018-08-03,4,0,8,1.3928571428571428,Ludhiana Central
2018-08-04,2,1,8,1.5,Ludhiana Central
2018-08-05,6,1,8,1.5,Ludhiana Central
2018-08-06,8,0,8,1.5,Ludhiana Central
2018-08-07,5,0,8,1.5,Ludhiana Central
2018-08-08,5,0,8,1.5,Ludhiana Central
2018-08-09,4,0,8,1.5,Ludhiana Central
2018-08-10,7,0,8,1.5,Ludhiana Central
2018-08-11,4,1,8,1.4482758620689655,Ludhiana Central
2018-08-12,5,1,8,1.5,Ludhiana Central
2018-08-13,4,0,8,1.4482758620689655,Ludhiana Central
2018-08-14,5,0,8,1.5,Ludhiana Central
2018-08-15,3,0,8,1.5,Ludhiana Central
2018-08-16,5,0,8,1.4482758620689655,Ludhiana Central
2018-08-17,5,0,8,1.4482758620689655,Ludhiana Central
2018-08-18,8,1,8,1.5,Ludhiana Central
2018-08-19,3,1,8,1.5,Ludhiana Central
2018-08-20,3,0,8,1.4482758620689655,Ludhiana Central
2018-08-21,2,0,8,1.4482758620689655,Ludhiana Central
2018-08-22,5,0,8,1.5,Ludhiana Central
2018-08-23,6,0,8,1.4482758620689655,Ludhiana Central
2018-08-24,4,0,8,1.5,Ludhiana Central
2018-08-25,2,1,8,1.5,Ludhiana Central
2018-08-26,3,1,8,1.5,Ludhiana Central
2018-08-27,7,0,8,1.5,Ludhiana Central
2018-08-28,4,0,8,1.5,Ludhiana Central
2018-08-29,7,0,8,1.5,Ludhiana Central
2018-08-30,7,0,8,1.5,Ludhiana Central
2018-08-31,4,0,8,1.5,Ludhiana Central
2018-09-01,5,1,9,1.5,Ludhiana Central
2018-09-02,4,1,9,1.5,Ludhiana Central
2018-09-03,7,0,9,1.3928571428571428,Ludhiana Central
2018-09-04,7,0,9,1.5,Ludhiana Central
2018-09-05,5,0,9,1.5,Ludhiana Central
2018-09-06,1,0,9,1.5,Ludhiana Central
2018-09-07,6,0,9,1.5,Ludhiana Central
2018-09-08,4,1,9,1.5,Ludhiana Central
2018-09-09,3,1,9,1.5,Ludhiana Central
2018-09-10,4,0,9,1.4482758620689655,Ludhiana Central
2018-09-11,4,0,9,1.4482758620689655,Ludhiana Central
2018-09-12,6,0,9,1.5,Ludhiana Central
2018-09-13,4,0,9,1.4482758620689655,Ludhiana Central
2018-09-14,8,0,9,1.5,Ludhiana Central
2018-09-15,5,1,9,1.4482758620689655,Ludhiana Central
2018-09-16,3,1,9,1.5,Ludhiana Central
2018-09-17,7,0,9,1.5,Ludhiana Central
2018-09-18,5,0,9,1.5,Ludhiana Central
2018-09-19,6,0,9,1.4482758620689655,Ludhiana Central
2018-09-20,3,0,9,1.3928571428571428,Ludhiana Central
2018-09-21,5,0,9,1.3928571428571428,Ludhiana Central
2018-09-22,9,1,9,1.5,Ludhiana Central
2018-09-23,5,1,9,1.5,Ludhiana Central
2018-09-24,5,0,9,1.5,Ludhiana Central
2018-09-25,3,0,9,1.3928571428571428,Ludhiana Central
2018-09-26,4,0,9,1.4482758620689655,Ludhiana Central
2018-09-27,6,0,9,1.4482758620689655,Ludhiana Central
2018-09-28,3,0,9,1.4482758620689655,Ludhiana Central
2018-09-29,6,1,9,1.5,Ludhiana Central
2018-09-30,4,1,9,1.5,Ludhiana Central
2018-10-01,5,0,10,1.5,Ludhiana Central
2018-10-02,3,0,10,1.3928571428571428,Ludhiana Central
2018-10-03,10,0,10,1.4827586206896552,Ludhiana Central
2018-10-04,5,0,10,1.5,Ludhiana Central
2018-10-05,8,0,10,1.5,Ludhiana Central
2018-10-06,6,1,10,1.5,Ludhiana Central
2018-10-07,5,1,10,1.5,Ludhiana Central
2018-10-08,6,0,10,1.4482758620689655,Ludhiana Central
2018-10-09,4,0,10,1.4482758620689655,Ludhiana Central
2018-10-10,5,0,10,1.4482758620689655,Ludhiana Central
2018-10-11,8,0,10,1.5,Ludhiana Central
2018-10-12,5,0,10,1.4482758620689655,Ludhiana Central
2018-10-13,9,1,10,1.5,Ludhiana Central
2018-10-14,6,1,10,1.5,Ludhiana Central
2018-10-15,5,0,10,1.4482758620689655,Ludhiana Central
2018-10-16,5,0,10,1.4482758620689655,Ludhiana Central
2018-10-17,6,0,10,1.5,Ludhiana Central
2018-10-18,7,0,10,1.5,Ludhiana Central
2018-10-19,3,0,10,1.5,Ludhiana Central
2018-10-20,7,1,10,1.5,Ludhiana Central
2018-10-21,7,1,10,1.5,Ludhiana Central
2018-10-22,4,0,10,1.4482758620689655,Ludhiana Central
2018-10-23,6,0,10,1.5,Ludhiana Central
2018-10-24,6,0,10,1.5,Ludhiana Central
2018-10-25,4,0,10,1.4482758620689655,Ludhiana Central
2018-10-26,6,0,10,1.5,Ludhiana Central
2018-10-27,4,1,10,1.4482758620689655,Ludhiana Central
2018-10-28,5,1,10,1.5,Ludhiana Central
2018-10-29,3,0,10,1.3928571428571428,Ludhiana Central
2018-10-30,8,0,10,1.5,Ludhiana Central
2018-10-31,2,0,10,1.5,Ludhiana Central
2018-11-01,7,0,11,1.5,Ludhiana Central
2018-11-02,1,0,11,1.3333333333333333,Ludhiana Central
2018-11-03,14,1,11,1.5,Ludhiana Central
2018-11-04,4,1,11,1.5,Ludhiana Central
2018-11-05,7,0,11,1.5,Ludhiana Central
2018-11-06,5,0,11,1.5,Ludhiana Central
2018-11-07,5,0,11,1.5,Ludhiana Central
2018-11-08,7,0,11,1.5,Ludhiana Central
2018-11-09,5,0,11,1.5,Ludhiana Central
2018-11-10,4,1,11,1.5,Ludhiana Central
2018-11-11,9,1,11,1.5,Ludhiana Central
2018-11-12,4,0,11,1.5,Ludhiana Central
2018-11-13,6,0,11,1.4827586206896552,Ludhiana Central
2018-11-14,4,0,11,1.5,Ludhiana Central
2018-11-15,7,0,11,1.5,Ludhiana Central
2018-11-16,8,0,11,1.5,Ludhiana Central
2018-11-17,3,1,11,1.5,Ludhiana Central
2018-11-18,4,1,11,1.5,Ludhiana Central
2018-11-19,6,0,11,1.5,Ludhiana Central
2018-11-20,11,0,11,1.5,Ludhiana Central
2018-11-21,11,0,11,1.5,Ludhiana Central
2018-11-22,4,0,11,1.4482758620689655,Ludhiana Central
2018-11-23,3,0,11,1.5,Ludhiana Central
2018-11-24,6,1,11,1.5,Ludhiana Central
2018-11-25,11,1,11,1.5,Ludhiana Central
2018-11-26,3,0,11,1.3928571428571428,Ludhiana Central
2018-11-27,6,0,11,1.5,Ludhiana Central
2018-11-28,3,0,11,1.3703703703703705,Ludhiana Central
2018-11-29,7,0,11,1.5,Ludhiana Central
2018-11-30,5,0,11,1.4482758620689655,Ludhiana Central
2018-12-01,10,1,12,1.5,Ludhiana Central
2018-12-02,7,1,12,1.5,Ludhiana Central
2018-12-03,6,0,12,1.5,Ludhiana Central
2018-12-04,6,0,12,1.5,Ludhiana Central
2018-12-05,2,0,12,1.3703703703703705,Ludhiana Central
2018-12-06,5,0,12,1.4482758620689655,Ludhiana Central
2018-12-07,4,0,12,1.4482758620689655,Ludhiana Central
2018-12-08,5,1,12,1.5,Ludhiana Central
2018-12-09,5,1,12,1.5,Ludhiana Central
2018-12-10,6,0,12,1.4482758620689655,Ludhiana Central
2018-12-11,2,0,12,1.3928571428571428,Ludhiana Central
2018-12-12,5,0,12,1.4482758620689655,Ludhiana Central
2018-12-13,8,0,12,1.5,Ludhiana Central
2018-12-14,4,0,12,1.4482758620689655,Ludhiana Central
2018-12-15,4,1,12,1.4482758620689655,Ludhiana Central
2018-12-16,4,1,12,1.4482758620689655,Ludhiana Central
2018-12-17,8,0,12,1.5,Ludhiana Central
2018-12-18,9,0,12,1.5,Ludhiana Central
2018-12-19,5,0,12,1.4482758620689655,Ludhiana Central
2018-12-20,11,0,12,1.5,Ludhiana Central
2018-12-21,6,0,12,1.5,Ludhiana Central
2018-12-22,4,1,12,1.5,Ludhiana Central
2018-12-23,6,1,12,1.5,Ludhiana Central
2018-12-24,9,0,12,1.5,Ludhiana Central
2018-12-25,7,0,12,1.5,Ludhiana Central
2018-12-26,7,0,12,1.5,Ludhiana Central
2018-12-27,9,0,12,1.5,Ludhiana Central
2018-12-28,8,0,12,1.5,Ludhiana Central
2018-12-29,7,1,12,1.5,Ludhiana Central
2018-12-30,6,1,12,1.5,Ludhiana Central
2018-12-31,7,0,12,1.5,Ludhiana Central
2019-01-01,6,0,1,1.5,Ludhiana Central
2019-01-02,8,0,1,1.5,Ludhiana Central
2019-01-03,1,0,1,1.4285714285714286,Ludhiana Central
2019-01-04,7,0,1,1.5,Ludhiana Central
2019-01-05,11,1,1,1.5,Ludhiana Central
2019-01-06,3,1,1,1.5,Ludhiana Central
2019-01-07,11,0,1,1.5,Ludhiana Central
2019-01-08,6,0,1,1.4827586206896552,Ludhiana Central
2019-01-09,4,0,1,1.5,Ludhiana Central
2019-01-10,2,0,1,1.3928571428571428,Ludhiana Central
2019-01-11,7,0,1,1.5,Ludhiana Central
2019-01-12,0,1,1,1.5,Ludhiana Central
2019-01-13,4,1,1,1.5,Ludhiana Central
2019-01-14,1,0,1,1.3928571428571428,Ludhiana Central
2019-01-15,6,0,1,1.4482758620689655,Ludhiana Central
2019-01-16,1,0,1,1.4482758620689655,Ludhiana Central
2019-01-17,3,0,1,1.4482758620689655,Ludhiana Central
2019-01-18,7,0,1,1.4482758620689655,Ludhiana Central
2019-01-19,4,1,1,1.4482758620689655,Ludhiana Central
2019-01-20,2,1,1,1.3928571428571428,Ludhiana Central
2019-01-21,9,0,1,1.5,Ludhiana Central
2019-01-22,6,0,1,1.5,Ludhiana Central
2019-01-23,8,0,1,1.5,Ludhiana Central
2019-01-24,1,0,1,1.3928571428571428,Ludhiana Central
2019-01-25,5,0,1,1.3928571428571428,Ludhiana Central
2019-01-26,6,1,1,1.4482758620689655,Ludhiana Central
2019-01-27,3,1,1,1.4482758620689655,Ludhiana Central
2019-01-28,3,0,1,1.4482758620689655,Ludhiana Central
2019-01-29,7,0,1,1.4482758620689655,Ludhiana Central
2019-01-30,8,0,1,1.5,Ludhiana Central
2019-01-31,10,0,1,1.5,Ludhiana Central
2019-02-01,4,0,2,1.3928571428571428,Ludhiana Central
2019-02-02,7,1,2,1.4482758620689655,Ludhiana Central
2019-02-03,2,1,2,1.5,Ludhiana Central
2019-02-04,6,0,2,1.4482758620689655,Ludhiana Central
2019-02-05,7,0,2,1.4482758620689655,Ludhiana Central
2019-02-06,5,0,2,1.4482758620689655,Ludhiana Central
2019-02-07,6,0,2,1.5,Ludhiana Central
2019-02-08,4,0,2,1.4482758620689655,Ludhiana Central
2019-02-09,2,1,2,1.4482758620689655,Ludhiana Central
2019-02-10,3,1,2,1.5,Ludhiana Central
2019-02-11,9,0,2,1.5,Ludhiana Central
2019-02-12,5,0,2,1.5,Ludhiana Central
2019-02-13,1,0,2,1.3928571428571428,Ludhiana Central
2019-02-14,7,0,2,1.4482758620689655,Ludhiana Central
2019-02-15,5,0,2,1.5,Ludhiana Central
2019-02-16,7,1,2,1.5,Ludhiana Central
2019-02-17,9,1,2,1.5,Ludhiana Central
2019-02-18,2,0,2,1.3928571428571428,Ludhiana Central
2019-02-19,4,0,2,1.5,Ludhiana Central
2019-02-20,8,0,2,1.5,Ludhiana Central
2019-02-21,1,0,2,1.3928571428571428,Ludhiana Central
2019-02-22,3,0,2,1.3928571428571428,Ludhiana Central
2019-02-23,4,1,2,1.5,Ludhiana Central
2019-02-24,5,1,2,1.5,Ludhiana Central
2019-02-25,4,0,2,1.4482758620689655,Ludhiana Central
2019-02-26,1,0,2,1.4482758620689655,Ludhiana Central
2019-02-27,4,0,2,1.4482758620689655,Ludhiana Central
2019-02-28,9,0,2,1.4482758620689655,Ludhiana Central
2019-03-01,1,0,3,1.4482758620689655,Ludhiana Central
2019-03-02,7,1,3,1.5,Ludhiana Central
2019-03-03,7,1,3,1.5,Ludhiana Central
2019-03-04,2,0,3,1.3928571428571428,Ludhiana Central
2019-03-05,3,0,3,1.4482758620689655,Ludhiana Central
2019-03-06,1,0,3,1.3928571428571428,Ludhiana Central
2019-03-07,4,0,3,1.5,Ludhiana Central
2019-03-08,6,0,3,1.5,Ludhiana Central
2019-03-09,3,1,3,1.4482758620689655,Ludhiana Central
2019-03-10,4,1,3,1.5,Ludhiana Central
2019-03-11,4,0,3,1.4482758620689655,Ludhiana Central
2019-03-12,4,0,3,1.3928571428571428,Ludhiana Central
2019-03-13,4,0,3,1.5,Ludhiana Central
2019-03-14,5,0,3,1.5,Ludhiana Central
2019-03-15,7,0,3,1.5,Ludhiana Central
2019-03-16,5,1,3,1.4482758620689655,Ludhiana Central
2019-03-17,2,1,3,1.3928571428571428,Ludhiana Central
2019-03-18,2,0,3,1.4482758620689655,Ludhiana Central
2019-03-19,8,0,3,1.4482758620689655,Ludhiana Central
2019-03-20,8,0,3,1.5,Ludhiana Central
2019-03-21,1,0,3,1.4482758620689655,Ludhiana Central
2019-03-22,5,0,3,1.4482758620689655,Ludhiana Central
2019-03-23,4,1,3,1.4482758620689655,Ludhiana Central
2019-03-24,3,1,3,1.4482758620689655,Ludhiana Central
2019-03-25,7,0,3,1.4482758620689655,Ludhiana Central
2019-03-26,2,0,3,1.4482758620689655,Ludhiana Central
2019-03-27,6,0,3,1.5,Ludhiana Central
2019-03-28,9,0,3,1.5,Ludhiana Central
2019-03-29,4,0,3,1.4482758620689655,Ludhiana Central
2019-03-30,4,1,3,1.5,Ludhiana Central
2019-03-31,2,1,3,1.5,Ludhiana Central
2019-04-01,1,0,4,1.5,Ludhiana Central
2019-04-02,0,0,4,1.5,Ludhiana Central
2019-04-03,0,0,4,1.5,Ludhiana Central
2019-04-04,0,0,4,1.5,Ludhiana Central
2019-04-05,0,0,4,1.5,Ludhiana Central
2019-04-06,0,1,4,1.5,Ludhiana Central
2019-04-07,0,1,4,1.5,Ludhiana Central
2019-04-08,0,0,4,1.5,Ludhiana Central
2019-04-09,0,0,4,1.5,Ludhiana Central
2019-04-10,0,0,4,1.5,Ludhiana Central
2019-04-11,0,0,4,1.5,Ludhiana Central
2019-04-12,0,0,4,1.5,Ludhiana Central
2019-04-13,0,1,4,1.5,Ludhiana Central
2019-04-14,0,1,4,1.5,Ludhiana Central
2019-04-15,0,0,4,1.5,Ludhiana Central
2019-04-16,0,0,4,1.5,Ludhiana Central
2019-04-17,0,0,4,1.5,Ludhiana Central
2019-04-18,1,0,4,1.5,Ludhiana Central
2019-04-19,1,0,4,1.5,Ludhiana Central
2019-04-20,1,1,4,1.5,Ludhiana Central
2019-04-21,1,1,4,1.5,Ludhiana Central
2019-04-22,1,0,4,1.5,Ludhiana Central
2019-04-23,1,0,4,1.5,Ludhiana Central
2019-04-24,1,0,4,1.5,Ludhiana Central
2019-04-25,1,0,4,1.5,Ludhiana Central
2019-04-26,1,0,4,1.5,Ludhiana Central
2019-04-27,1,1,4,1.5,Ludhiana Central
2019-04-28,1,1,4,1.5,Ludhiana Central
2019-04-29,1,0,4,1.5,Ludhiana Central
2019-04-30,1,0,4,1.5,Ludhiana Central
2019-05-01,1,0,5,1.5,Ludhiana Central
2019-05-02,1,0,5,1.5,Ludhiana Central
2019-05-03,1,0,5,1.5,Ludhiana Central
2019-05-04,1,1,5,1.5,Ludhiana Central
2019-05-05,1,1,5,1.5,Ludhiana Central
2019-05-06,1,0,5,1.5,Ludhiana Central
2019-05-07,1,0,5,1.5,Ludhiana Central
2019-05-08,1,0,5,1.5,Ludhiana Central
2019-05-09,1,0,5,1.5,Ludhiana Central
2019-05-10,1,0,5,1.5,Ludhiana Central
2019-05-11,1,1,5,1.5,Ludhiana Central
2019-05-12,1,1,5,1.5,Ludhiana Central
2019-05-13,1,0,5,1.5,Ludhiana Central
2019-05-14,1,0,5,1.5,Ludhiana Central
2019-05-15,1,0,5,1.5,Ludhiana Central
2019-05-16,1,0,5,1.5,Ludhiana Central
2019-05-17,1,0,5,1.5,Ludhiana Central
2019-05-18,1,1,5,1.5,Ludhiana Central
2019-05-19,1,1,5,1.5,Ludhiana Central
2019-05-20,1,0,5,1.5,Ludhiana Central
2019-05-21,1,0,5,1.5,Ludhiana Central
2019-05-22,1,0,5,1.5,Ludhiana Central
2019-05-23,1,0,5,1.5,Ludhiana Central
2019-05-24,1,0,5,1.5,Ludhiana Central
2019-05-25,1,1,5,1.5,Ludhiana Central
2019-05-26,1,1,5,1.5,Ludhiana Central
2019-05-27,1,0,5,1.5,Ludhiana Central
2019-05-28,1,0,5,1.5,Ludhiana Central
2019-05-29,1,0,5,1.5,Ludhiana Central
2019-05-30,1,0,5,1.5,Ludhiana Central
2019-05-31,1,0,5,1.5,Ludhiana Central
2019-06-01,1,1,6,1.5,Ludhiana Central
2019-06-02,0,1,6,1.5,Ludhiana Central
2019-06-03,1,0,6,1.5,Ludhiana Central
2019-06-04,1,0,6,1.5,Ludhiana Central
2019-06-05,1,0,6,1.5,Ludhiana Central
2019-06-06,1,0,6,1.5,Ludhiana Central
2019-06-07,1,0,6,1.5,Ludhiana Central
2019-06-08,1,1,6,1.5,Ludhiana Central
2019-06-09,1,1,6,1.5,Ludhiana Central
2019-06-10,1,0,6,1.5,Ludhiana Central
2019-06-11,1,0,6,1.5,Ludhiana Central
2019-06-12,1,0,6,1.5,Ludhiana Central
2019-06-13,1,0,6,1.5,Ludhiana Central
2019-06-14,1,0,6,1.5,Ludhiana Central
2019-06-15,1,1,6,1.5,Ludhiana Central
2019-06-16,1,1,6,1.5,Ludhiana Central
2019-06-17,1,0,6,1.5,Ludhiana Central
2019-06-18,1,0,6,1.5,Ludhiana Central
2019-06-19,1,0,6,1.5,Ludhiana Central
2019-06-20,1,0,6,1.5,Ludhiana Central
2019-06-21,1,0,6,1.5,Ludhiana Central
2019-06-22,1,1,6,1.5,Ludhiana Central
2019-06-23,1,1,6,1.5,Ludhiana Central
2019-06-24,1,0,6,1.5,Ludhiana Central
2019-06-25,1,0,6,1.5,Ludhiana Central
2019-06-26,1,0,6,1.5,Ludhiana Central
2019-06-27,1,0,6,1.5,Ludhiana Central
2019-06-28,1,0,6,1.5,Ludhiana Central
2019-06-29,1,1,6,1.5,Ludhiana Central
2019-06-30,1,1,6,1.5,Ludhiana Central
2019-07-01,1,0,7,1.5,Ludhiana Central
2019-07-02,1,0,7,1.5,Ludhiana Central
2019-07-03,0,0,7,1.5,Ludhiana Central
2019-07-04,0,0,7,1.5,Ludhiana Central
2019-07-05,0,0,7,1.5,Ludhiana Central
2019-07-06,0,1,7,1.5,Ludhiana Central
2019-07-07,0,1,7,1.5,Ludhiana Central
2019-07-08,0,0,7,1.5,Ludhiana Central
2019-07-09,0,0,7,1.5,Ludhiana Central
2019-07-10,0,0,7,1.5,Ludhiana Central
2019-07-11,0,0,7,1.5,Ludhiana Central
2019-07-12,0,0,7,1.5,Ludhiana Central
2019-07-13,0,1,7,1.5,Ludhiana Central
2019-07-14,0,1,7,1.5,Ludhiana Central
2019-07-15,0,0,7,1.5,Ludhiana Central
2019-07-16,0,0,7,1.5,Ludhiana Central
2019-07-17,0,0,7,1.5,Ludhiana Central
2019-07-18,1,0,7,1.5,Ludhiana Central
2019-07-19,1,0,7,1.5,Ludhiana Central
2019-07-20,1,1,7,1.5,Ludhiana Central
2019-07-21,1,1,7,1.5,Ludhiana Central
2019-07-22,1,0,7,1.5,Ludhiana Central
2019-07-23,1,0,7,1.5,Ludhiana Central
2019-07-24,1,0,7,1.5,Ludhiana Central
2019-07-25,1,0,7,1.5,Ludhiana Central
2019-07-26,1,0,7,1.5,Ludhiana Central
2019-07-27,1,1,7,1.5,Ludhiana Central
2019-07-28,1,1,7,1.5,Ludhiana Central
2019-07-29,1,0,7,1.5,Ludhiana Central
2019-07-30,1,0,7,1.5,Ludhiana Central
2019-07-31,1,0,7,1.5,Ludhiana Central
2019-08-01,1,0,8,1.5,Ludhiana Central
2019-08-02,2,0,8,1.5,Ludhiana Central
2019-08-03,2,1,8,1.5,Ludhiana Central
2019-08-04,2,1,8,1.5,Ludhiana Central
2019-08-05,2,0,8,1.5,Ludhiana Central
2019-08-06,2,0,8,1.5,Ludhiana Central
2019-08-07,2,0,8,1.5,Ludhiana Central
2019-08-08,2,0,8,1.5,Ludhiana Central
2019-08-09,2,0,8,1.5,Ludhiana Central
2019-08-10,2,1,8,1.5,Ludhiana Central
2019-08-11,2,1,8,1.5,Ludhiana Central
2019-08-12,2,0,8,1.5,Ludhiana Central
2019-08-13,2,0,8,1.5,Ludhiana Central
2019-08-14,2,0,8,1.5,Ludhiana Central
2019-08-15,2,0,8,1.5,Ludhiana Central
2019-08-16,2,0,8,1.5,Ludhiana Central
2019-08-17,2,1,8,1.5,Ludhiana Central
2019-08-18,1,1,8,1.5,Ludhiana Central
2019-08-19,1,0,8,1.5,Ludhiana Central
2019-08-20,1,0,8,1.5,Ludhiana Central
2019-08-21,1,0,8,1.5,Ludhiana Central
2019-08-22,1,0,8,1.5,Ludhiana Central
2019-08-23,1,0,8,1.5,Ludhiana Central
2019-08-24,1,1,8,1.5,Ludhiana Central
2019-08-25,1,1,8,1.5,Ludhiana Central
2019-08-26,1,0,8,1.5,Ludhiana Central
2019-08-27,1,0,8,1.5,Ludhiana Central
2019-08-28,1,0,8,1.5,Ludhiana Central
2019-08-29,1,0,8,1.5,Ludhiana Central
2019-08-30,1,0,8,1.5,Ludhiana Central
2019-08-31,1,1,8,1.5,Ludhiana Central
2019-09-01,1,1,9,1.5,Ludhiana Central
2019-09-02,1,0,9,1.5,Ludhiana Central
2019-09-03,0,0,9,1.5,Ludhiana Central
2019-09-04,0,0,9,1.5,Ludhiana Central
2019-09-05,0,0,9,1.5,Ludhiana Central
2019-09-06,0,0,9,1.5,Ludhiana Central
2019-09-07,0,1,9,1.5,Ludhiana Central
2019-09-08,0,1,9,1.5,Ludhiana Central
2019-09-09,0,0,9,1.5,Ludhiana Central
2019-09-10,0,0,9,1.5,Ludhiana Central
2019-09-11,0,0,9,1.5,Ludhiana Central
2019-09-12,0,0,9,1.5,Ludhiana Central
2019-09-13,0,0,9,1.5,Ludhiana Central
2019-09-14,0,1,9,1.5,Ludhiana Central
2019-09-15,0,1,9,1.5,Ludhiana Central
2019-09-16,0,0,9,1.5,Ludhiana Central
2019-09-17,0,0,9,1.5,Ludhiana Central
2019-09-18,0,0,9,1.5,Ludhiana Central
2019-09-19,0,0,9,1.5,Ludhiana Central
2019-09-20,0,0,9,1.5,Ludhiana Central
2019-09-21,0,1,9,1.5,Ludhiana Central
2019-09-22,0,1,9,1.5,Ludhiana Central
2019-09-23,0,0,9,1.5,Ludhiana Central
2019-09-24,0,0,9,1.5,Ludhiana Central
2019-09-25,0,0,9,1.5,Ludhiana Central
2019-09-26,0,0,9,1.5,Ludhiana Central
2019-09-27,0,0,9,1.5,Ludhiana Central
2019-09-28,0,1,9,1.5,Ludhiana Central
2019-09-29,0,1,9,1.5,Ludhiana Central
2019-09-30,0,0,9,1.5,Ludhiana Central
2019-10-01,0,0,10,1.5,Ludhiana Central
2019-10-02,0,0,10,1.5,Ludhiana Central
2019-10-03,0,0,10,1.5,Ludhiana Central
2019-10-04,0,0,10,1.5,Ludhiana Central
2019-10-05,0,1,10,1.5,Ludhiana Central
2019-10-06,0,1,10,1.5,Ludhiana Central
2019-10-07,0,0,10,1.5,Ludhiana Central
2019-10-08,0,0,10,1.5,Ludhiana Central
2019-10-09,0,0,10,1.5,Ludhiana Central
2019-10-10,0,0,10,1.5,Ludhiana Central
2019-10-11,0,0,10,1.5,Ludhiana Central
2019-10-12,0,1,10,1.5,Ludhiana Central
2019-10-13,0,1,10,1.5,Ludhiana Central
2019-10-14,0,0,10,1.5,Ludhiana Central
2019-10-15,0,0,10,1.5,Ludhiana Central
2019-10-16,0,0,10,1.5,Ludhiana Central
2019-10-17,0,0,10,1.5,Ludhiana Central
2019-10-18,0,0,10,1.5,Ludhiana Central
2019-10-19,0,1,10,1.5,Ludhiana Central
2019-10-20,0,1,10,1.5,Ludhiana Central
2019-10-21,0,0,10,1.5,Ludhiana Central
2019-10-22,0,0,10,1.5,Ludhiana Central
2019-10-23,0,0,10,1.5,Ludhiana Central
2019-10-24,0,0,10,1.5,Ludhiana Central
2019-10-25,0,0,10,1.5,Ludhiana Central
2019-10-26,0,1,10,1.5,Ludhiana Central
2019-10-27,0,1,10,1.5,Ludhiana Central
2019-10-28,0,0,10,1.5,Ludhiana Central
2019-10-29,0,0,10,1.5,Ludhiana Central
2019-10-30,0,0,10,1.5,Ludhiana Central
2019-10-31,0,0,10,1.5,Ludhiana Central
2019-11-01,0,0,11,1.5,Ludhiana Central
