ds,y,is_weekend,month,disease_severity,location
2019-11-02,1,1,11,1.5,Ludhiana Central
2019-11-03,1,1,11,1.5,Ludhiana Central
2019-11-04,1,0,11,1.5,Ludhiana Central
2019-11-05,1,0,11,1.5,Ludhiana Central
2019-11-06,1,0,11,1.5,Ludhiana Central
2019-11-07,1,0,11,1.5,Ludhiana Central
2019-11-08,1,0,11,1.5,Ludhiana Central
2019-11-09,1,1,11,1.5,Ludhiana Central
2019-11-10,1,1,11,1.5,Ludhiana Central
2019-11-11,1,0,11,1.5,Ludhiana Central
2019-11-12,1,0,11,1.5,Ludhiana Central
2019-11-13,1,0,11,1.5,Ludhiana Central
2019-11-14,1,0,11,1.5,Ludhiana Central
2019-11-15,1,0,11,1.5,Ludhiana Central
2019-11-16,1,1,11,1.5,Ludhiana Central
2019-11-17,0,1,11,1.5,Ludhiana Central
2019-11-18,0,0,11,1.5,Ludhiana Central
2019-11-19,0,0,11,1.5,Ludhiana Central
2019-11-20,0,0,11,1.5,Ludhiana Central
2019-11-21,0,0,11,1.5,Ludhiana Central
2019-11-22,0,0,11,1.5,Ludhiana Central
2019-11-23,0,1,11,1.5,Ludhiana Central
2019-11-24,0,1,11,1.5,Ludhiana Central
2019-11-25,0,0,11,1.5,Ludhiana Central
2019-11-26,0,0,11,1.5,Ludhiana Central
2019-11-27,0,0,11,1.5,Ludhiana Central
2019-11-28,0,0,11,1.5,Ludhiana Central
2019-11-29,0,0,11,1.5,Ludhiana Central
2019-11-30,0,1,11,1.5,Ludhiana Central
2019-12-01,0,1,12,1.5,Ludhiana Central
2019-12-02,0,0,12,1.5,Ludhiana Central
2019-12-03,1,0,12,1.5,Ludhiana Central
2017-01-04,7,0,1,1.4482758620689655,Ludhiana South
2017-01-05,4,0,1,1.4482758620689655,Ludhiana South
2017-01-06,5,0,1,1.4482758620689655,Ludhiana South
2017-01-07,3,1,1,1.5,Ludhiana South
2017-01-08,8,1,1,1.5,Ludhiana South
2017-01-09,9,0,1,1.5,Ludhiana South
2017-01-10,3,0,1,1.5,Ludhiana South
2017-01-11,5,0,1,1.4482758620689655,Ludhiana South
2017-01-12,5,0,1,1.5,Ludhiana South
2017-01-13,5,0,1,1.5,Ludhiana South
2017-01-14,5,1,1,1.5,Ludhiana South
2017-01-15,5,1,1,1.5,Ludhiana South
2017-01-16,4,0,1,1.5,Ludhiana South
2017-01-17,4,0,1,1.5,Ludhiana South
2017-01-18,4,0,1,1.5,Ludhiana South
2017-01-19,4,0,1,1.5,Ludhiana South
2017-01-20,4,0,1,1.5,Ludhiana South
2017-01-21,4,1,1,1.5,Ludhiana South
2017-01-22,4,1,1,1.5,Ludhiana South
2017-01-23,4,0,1,1.5,Ludhiana South
2017-01-24,3,0,1,1.5,Ludhiana South
2017-01-25,3,0,1,1.5,Ludhiana South
2017-01-26,3,0,1,1.5,Ludhiana South
2017-01-27,3,0,1,1.5,Ludhiana South
2017-01-28,3,1,1,1.5,Ludhiana South
2017-01-29,3,1,1,1.5,Ludhiana South
2017-01-30,3,0,1,1.5,Ludhiana South
2017-01-31,3,0,1,1.5,Ludhiana South
2017-02-01,2,0,2,1.5,Ludhiana South
2017-02-02,2,0,2,1.5,Ludhiana South
2017-02-03,2,0,2,1.5,Ludhiana South
2017-02-04,2,1,2,1.5,Ludhiana South
2017-02-05,7,1,2,1.5,Ludhiana South
2017-02-06,9,0,2,1.5,Ludhiana South
2017-02-07,6,0,2,1.5,Ludhiana South
2017-02-08,8,0,2,1.5,Ludhiana South
2017-02-09,8,0,2,1.5,Ludhiana South
2017-02-10,6,0,2,1.5,Ludhiana South
2017-02-11,10,1,2,1.5,Ludhiana South
2017-02-12,10,1,2,1.5,Ludhiana South
2017-02-13,10,0,2,1.5,Ludhiana South
2017-02-14,10,0,2,1.5,Ludhiana South
2017-02-15,9,0,2,1.5,Ludhiana South
2017-02-16,9,0,2,1.5,Ludhiana South
2017-02-17,9,0,2,1.5,Ludhiana South
2017-02-18,9,1,2,1.5,Ludhiana South
2017-02-19,9,1,2,1.5,Ludhiana South
2017-02-20,8,0,2,1.5,Ludhiana South
2017-02-21,8,0,2,1.5,Ludhiana South
2017-02-22,8,0,2,1.5,Ludhiana South
2017-02-23,8,0,2,1.5,Ludhiana South
2017-02-24,8,0,2,1.5,Ludhiana South
2017-02-25,7,1,2,1.5,Ludhiana South
2017-02-26,7,1,2,1.5,Ludhiana South
2017-02-27,7,0,2,1.5,Ludhiana South
2017-02-28,7,0,2,1.5,Ludhiana South
2017-03-01,7,0,3,1.5,Ludhiana South
2017-03-02,6,0,3,1.5,Ludhiana South
2017-03-03,6,0,3,1.5,Ludhiana South
2017-03-04,6,1,3,1.4482758620689655,Ludhiana South
2017-03-05,5,1,3,1.5,Ludhiana South
2017-03-06,6,0,3,1.5,Ludhiana South
2017-03-07,7,0,3,1.5,Ludhiana South
2017-03-08,8,0,3,1.5,Ludhiana South
2017-03-09,4,0,3,1.5,Ludhiana South
2017-03-10,6,0,3,1.5,Ludhiana South
2017-03-11,8,1,3,1.5,Ludhiana South
2017-03-12,5,1,3,1.4482758620689655,Ludhiana South
2017-03-13,5,0,3,1.4482758620689655,Ludhiana South
2017-03-14,4,0,3,1.4482758620689655,Ludhiana South
2017-03-15,4,0,3,1.4482758620689655,Ludhiana South
2017-03-16,4,0,3,1.4482758620689655,Ludhiana South
2017-03-17,4,0,3,1.4482758620689655,Ludhiana South
2017-03-18,4,1,3,1.4482758620689655,Ludhiana South
2017-03-19,3,1,3,1.4482758620689655,Ludhiana South
2017-03-20,3,0,3,1.4482758620689655,Ludhiana South
2017-03-21,3,0,3,1.4482758620689655,Ludhiana South
2017-03-22,2,0,3,1.4482758620689655,Ludhiana South
2017-03-23,2,0,3,1.4482758620689655,Ludhiana South
2017-03-24,2,0,3,1.4482758620689655,Ludhiana South
2017-03-25,2,1,3,1.4482758620689655,Ludhiana South
2017-03-26,2,1,3,1.4482758620689655,Ludhiana South
2017-03-27,1,0,3,1.4482758620689655,Ludhiana South
2017-03-28,1,0,3,1.4482758620689655,Ludhiana South
2017-03-29,1,0,3,1.4482758620689655,Ludhiana South
2017-03-30,0,0,3,1.4482758620689655,Ludhiana South
2017-03-31,0,0,3,1.4482758620689655,Ludhiana South
2017-04-01,0,1,4,1.5,Ludhiana South
2017-04-02,0,1,4,1.5,Ludhiana South
2017-04-03,2,0,4,1.5,Ludhiana South
2017-04-04,5,0,4,1.5,Ludhiana South
2017-04-05,7,0,4,1.4482758620689655,Ludhiana South
2017-04-06,5,0,4,1.5,Ludhiana South
2017-04-07,3,0,4,1.5,Ludhiana South
2017-04-08,5,1,4,1.4827586206896552,Ludhiana South
2017-04-09,6,1,4,1.5,Ludhiana South
2017-04-10,7,0,4,1.5,Ludhiana South
2017-04-11,8,0,4,1.5,Ludhiana South
2017-04-12,6,0,4,1.5,Ludhiana South
2017-04-13,5,0,4,1.5,Ludhiana South
2017-04-14,5,0,4,1.5,Ludhiana South
2017-04-15,4,1,4,1.5,Ludhiana South
2017-04-16,4,1,4,1.5,Ludhiana South
2017-04-17,3,0,4,1.5,Ludhiana South
2017-04-18,2,0,4,1.5,Ludhiana South
2017-04-19,2,0,4,1.5,Ludhiana South
2017-04-20,1,0,4,1.5,Ludhiana South
2017-04-21,1,0,4,1.5,Ludhiana South
2017-04-22,0,1,4,1.5,Ludhiana South
2017-04-23,1,1,4,1.5,Ludhiana South
2017-04-24,0,0,4,1.5,Ludhiana South
2017-04-25,0,0,4,1.5,Ludhiana South
2017-04-26,0,0,4,1.5,Ludhiana South
2017-04-27,1,0,4,1.5,Ludhiana South
2017-04-28,1,0,4,1.5,Ludhiana South
2017-04-29,1,1,4,1.5,Ludhiana South
2017-04-30,1,1,4,1.5,Ludhiana South
2017-05-01,1,0,5,1.5,Ludhiana South
2017-05-02,2,0,5,1.5,Ludhiana South
2017-05-03,2,0,5,1.5,Ludhiana South
2017-05-04,2,0,5,1.5,Ludhiana South
2017-05-05,7,0,5,1.5,Ludhiana South
2017-05-06,5,1,5,1.4827586206896552,Ludhiana South
2017-05-07,7,1,5,1.5,Ludhiana South
2017-05-08,6,0,5,1.5,Ludhiana South
2017-05-09,6,0,5,1.5,Ludhiana South
2017-05-10,2,0,5,1.4482758620689655,Ludhiana South
2017-05-11,7,0,5,1.5,Ludhiana South
2017-05-12,10,0,5,1.5,Ludhiana South
2017-05-13,10,1,5,1.5,Ludhiana South
2017-05-14,9,1,5,1.5,Ludhiana South
2017-05-15,9,0,5,1.5,Ludhiana South
2017-05-16,8,0,5,1.5,Ludhiana South
2017-05-17,8,0,5,1.5,Ludhiana South
2017-05-18,7,0,5,1.5,Ludhiana South
2017-05-19,7,0,5,1.5,Ludhiana South
2017-05-20,7,1,5,1.5,Ludhiana South
2017-05-21,6,1,5,1.5,Ludhiana South
2017-05-22,6,0,5,1.5,Ludhiana South
2017-05-23,5,0,5,1.5,Ludhiana South
2017-05-24,5,0,5,1.5,Ludhiana South
2017-05-25,4,0,5,1.5,Ludhiana South
2017-05-26,4,0,5,1.5,Ludhiana South
2017-05-27,3,1,5,1.5,Ludhiana South
2017-05-28,3,1,5,1.5,Ludhiana South
2017-05-29,3,0,5,1.5,Ludhiana South
2017-05-30,2,0,5,1.5,Ludhiana South
2017-05-31,2,0,5,1.5,Ludhiana South
2017-06-01,1,0,6,1.5,Ludhiana South
2017-06-02,1,0,6,1.5,Ludhiana South
2017-06-03,0,1,6,1.5,Ludhiana South
2017-06-04,0,1,6,1.5,Ludhiana South
2017-06-05,7,0,6,1.5,Ludhiana South
2017-06-06,5,0,6,1.4827586206896552,Ludhiana South
2017-06-07,7,0,6,1.5,Ludhiana South
2017-06-08,2,0,6,1.5,Ludhiana South
2017-06-09,6,0,6,1.5,Ludhiana South
2017-06-10,8,1,6,1.5,Ludhiana South
2017-06-11,9,1,6,1.5,Ludhiana South
2017-06-12,3,0,6,1.5,Ludhiana South
2017-06-13,3,0,6,1.5,Ludhiana South
2017-06-14,3,0,6,1.5,Ludhiana South
2017-06-15,3,0,6,1.5,Ludhiana South
2017-06-16,3,0,6,1.5,Ludhiana South
2017-06-17,3,1,6,1.5,Ludhiana South
2017-06-18,3,1,6,1.5,Ludhiana South
2017-06-19,2,0,6,1.5,Ludhiana South
2017-06-20,2,0,6,1.5,Ludhiana South
2017-06-21,2,0,6,1.5,Ludhiana South
2017-06-22,2,0,6,1.5,Ludhiana South
2017-06-23,2,0,6,1.5,Ludhiana South
2017-06-24,2,1,6,1.5,Ludhiana South
2017-06-25,2,1,6,1.5,Ludhiana South
2017-06-26,1,0,6,1.5,Ludhiana South
2017-06-27,1,0,6,1.5,Ludhiana South
2017-06-28,1,0,6,1.5,Ludhiana South
2017-06-29,1,0,6,1.5,Ludhiana South
2017-06-30,0,0,6,1.5,Ludhiana South
2017-07-01,0,1,7,1.5,Ludhiana South
2017-07-02,0,1,7,1.5,Ludhiana South
2017-07-03,0,0,7,1.5,Ludhiana South
2017-07-04,0,0,7,1.5,Ludhiana South
2017-07-05,2,0,7,1.4827586206896552,Ludhiana South
2017-07-06,7,0,7,1.4482758620689655,Ludhiana South
2017-07-07,9,0,7,1.5,Ludhiana South
2017-07-08,5,1,7,1.5,Ludhiana South
2017-07-09,4,1,7,1.5,Ludhiana South
2017-07-10,6,0,7,1.4827586206896552,Ludhiana South
2017-07-11,4,0,7,1.5,Ludhiana South
2017-07-12,9,0,7,1.5,Ludhiana South
2017-07-13,9,0,7,1.5,Ludhiana South
2017-07-14,9,0,7,1.5,Ludhiana South
2017-07-15,8,1,7,1.5,Ludhiana South
2017-07-16,8,1,7,1.5,Ludhiana South
2017-07-17,8,0,7,1.5,Ludhiana South
2017-07-18,8,0,7,1.5,Ludhiana South
2017-07-19,7,0,7,1.5,Ludhiana South
2017-07-20,7,0,7,1.5,Ludhiana South
2017-07-21,7,0,7,1.5,Ludhiana South
2017-07-22,7,1,7,1.5,Ludhiana South
2017-07-23,7,1,7,1.5,Ludhiana South
2017-07-24,6,0,7,1.5,Ludhiana South
2017-07-25,6,0,7,1.5,Ludhiana South
2017-07-26,6,0,7,1.5,Ludhiana South
2017-07-27,6,0,7,1.5,Ludhiana South
2017-07-28,6,0,7,1.5,Ludhiana South
2017-07-29,5,1,7,1.5,Ludhiana South
2017-07-30,5,1,7,1.5,Ludhiana South
2017-07-31,5,0,7,1.5,Ludhiana South
2017-08-01,5,0,8,1.5,Ludhiana South
2017-08-02,4,0,8,1.5,Ludhiana South
2017-08-03,4,0,8,1.5,Ludhiana South
2017-08-04,4,0,8,1.5,Ludhiana South
2017-08-05,6,1,8,1.5,Ludhiana South
2017-08-06,5,1,8,1.5,Ludhiana South
2017-08-07,7,0,8,1.5,Ludhiana South
2017-08-08,7,0,8,1.5,Ludhiana South
2017-08-09,7,0,8,1.5,Ludhiana South
2017-08-10,6,0,8,1.5,Ludhiana South
2017-08-11,9,0,8,1.5,Ludhiana South
2017-08-12,6,1,8,1.5,Ludhiana South
2017-08-13,5,1,8,1.5,Ludhiana South
2017-08-14,4,0,8,1.5,Ludhiana South
2017-08-15,3,0,8,1.5,Ludhiana South
2017-08-16,3,0,8,1.5,Ludhiana South
2017-08-17,2,0,8,1.5,Ludhiana South
2017-08-18,1,0,8,1.5,Ludhiana South
2017-08-19,0,1,8,1.5,Ludhiana South
2017-08-20,0,1,8,1.5,Ludhiana South
2017-08-21,0,0,8,1.5,Ludhiana South
2017-08-22,0,0,8,1.5,Ludhiana South
2017-08-23,0,0,8,1.5,Ludhiana South
2017-08-24,0,0,8,1.5,Ludhiana South
2017-08-25,0,0,8,1.5,Ludhiana South
2017-08-26,0,1,8,1.5,Ludhiana South
2017-08-27,0,1,8,1.5,Ludhiana South
2017-08-28,0,0,8,1.5,Ludhiana South
2017-08-29,0,0,8,1.5,Ludhiana South
2017-08-30,1,0,8,1.5,Ludhiana South
2017-08-31,1,0,8,1.5,Ludhiana South
2017-09-01,1,0,9,1.5,Ludhiana South
2017-09-02,1,1,9,1.5,Ludhiana South
2017-09-03,2,1,9,1.5,Ludhiana South
2017-09-04,2,0,9,1.5,Ludhiana South
2017-09-05,7,0,9,1.5,Ludhiana South
2017-09-06,5,0,9,1.5,Ludhiana South
2017-09-07,4,0,9,1.5,Ludhiana South
2017-09-08,1,0,9,1.5,Ludhiana South
2017-09-09,5,1,9,1.4827586206896552,Ludhiana South
2017-09-10,6,1,9,1.4827586206896552,Ludhiana South
2017-09-11,6,0,9,1.5,Ludhiana South
2017-09-12,4,0,9,1.5,Ludhiana South
2017-09-13,4,0,9,1.5,Ludhiana South
2017-09-14,3,0,9,1.5,Ludhiana South
2017-09-15,2,0,9,1.5,Ludhiana South
2017-09-16,2,1,9,1.5,Ludhiana South
2017-09-17,2,1,9,1.5,Ludhiana South
2017-09-18,1,0,9,1.5,Ludhiana South
2017-09-19,0,0,9,1.5,Ludhiana South
2017-09-20,0,0,9,1.5,Ludhiana South
2017-09-21,0,0,9,1.5,Ludhiana South
2017-09-22,0,0,9,1.5,Ludhiana South
2017-09-23,2,1,9,1.5,Ludhiana South
2017-09-24,1,1,9,1.5,Ludhiana South
2017-09-25,2,0,9,1.5,Ludhiana South
2017-09-26,2,0,9,1.5,Ludhiana South
2017-09-27,0,0,9,1.5,Ludhiana South
2017-09-28,0,0,9,1.5,Ludhiana South
2017-09-29,1,0,9,1.5,Ludhiana South
2017-09-30,1,1,9,1.5,Ludhiana South
2017-10-01,1,1,10,1.5,Ludhiana South
2017-10-02,1,0,10,1.5,Ludhiana South
2017-10-03,1,0,10,1.5,Ludhiana South
2017-10-04,4,0,10,1.5,Ludhiana South
2017-10-05,5,0,10,1.4482758620689655,Ludhiana South
2017-10-06,15,0,10,1.5,Ludhiana South
2017-10-07,9,1,10,1.4827586206896552,Ludhiana South
2017-10-08,0,1,10,1.5,Ludhiana South
2017-10-09,5,0,10,1.5,Ludhiana South
2017-10-10,10,0,10,1.5,Ludhiana South
2017-10-11,6,0,10,1.4285714285714286,Ludhiana South
2017-10-12,5,0,10,1.5,Ludhiana South
2017-10-13,0,0,10,1.5,Ludhiana South
2017-10-14,1,1,10,1.5,Ludhiana South
2017-10-15,0,1,10,1.5,Ludhiana South
2017-10-16,1,0,10,1.5,Ludhiana South
2017-10-17,1,0,10,1.5,Ludhiana South
2017-10-18,0,0,10,1.5,Ludhiana South
2017-10-19,0,0,10,1.5,Ludhiana South
2017-10-20,1,0,10,1.5,Ludhiana South
2017-10-21,0,1,10,1.5,Ludhiana South
2017-10-22,1,1,10,1.5,Ludhiana South
2017-10-23,0,0,10,1.5,Ludhiana South
2017-10-24,2,0,10,1.5,Ludhiana South
2017-10-25,0,0,10,1.5,Ludhiana South
2017-10-26,3,0,10,1.5,Ludhiana South
2017-10-27,2,0,10,1.5,Ludhiana South
2017-10-28,0,1,10,1.5,Ludhiana South
2017-10-29,1,1,10,1.5,Ludhiana South
2017-10-30,0,0,10,1.5,Ludhiana South
2017-10-31,4,0,10,1.5,Ludhiana South
2017-11-01,1,0,11,1.5,Ludhiana South
2017-11-02,2,0,11,1.5,Ludhiana South
2017-11-03,4,0,11,1.5,Ludhiana South
2017-11-04,7,1,11,1.5,Ludhiana South
2017-11-05,6,1,11,1.5,Ludhiana South
2017-11-06,5,0,11,1.5,Ludhiana South
2017-11-07,11,0,11,1.5,Ludhiana South
2017-11-08,5,0,11,1.5,Ludhiana South
2017-11-09,8,0,11,1.4482758620689655,Ludhiana South
2017-11-10,2,0,11,1.4482758620689655,Ludhiana South
2017-11-11,6,1,11,1.5,Ludhiana South
2017-11-12,1,1,11,1.4482758620689655,Ludhiana South
2017-11-13,1,0,11,1.4482758620689655,Ludhiana South
2017-11-14,1,0,11,1.4482758620689655,Ludhiana South
2017-11-15,1,0,11,1.4482758620689655,Ludhiana South
2017-11-16,1,0,11,1.4482758620689655,Ludhiana South
2017-11-17,1,0,11,1.4482758620689655,Ludhiana South
2017-11-18,1,1,11,1.4482758620689655,Ludhiana South
2017-11-19,1,1,11,1.4482758620689655,Ludhiana South
2017-11-20,1,0,11,1.4482758620689655,Ludhiana South
2017-11-21,1,0,11,1.5,Ludhiana South
2017-11-22,1,0,11,1.5,Ludhiana South
2017-11-23,1,0,11,1.5,Ludhiana South
2017-11-24,1,0,11,1.5,Ludhiana South
2017-11-25,0,1,11,1.5,Ludhiana South
2017-11-26,1,1,11,1.5,Ludhiana South
2017-11-27,0,0,11,1.5,Ludhiana South
2017-11-28,0,0,11,1.5,Ludhiana South
2017-11-29,0,0,11,1.5,Ludhiana South
2017-11-30,2,0,11,1.5,Ludhiana South
2017-12-01,3,0,12,1.5,Ludhiana South
2017-12-02,2,1,12,1.5,Ludhiana South
2017-12-03,2,1,12,1.5,Ludhiana South
2017-12-04,7,0,12,1.5,Ludhiana South
2017-12-05,8,0,12,1.4827586206896552,Ludhiana South
2017-12-06,5,0,12,1.5,Ludhiana South
2017-12-07,8,0,12,1.4482758620689655,Ludhiana South
2017-12-08,3,0,12,1.5,Ludhiana South
2017-12-09,5,1,12,1.4482758620689655,Ludhiana South
2017-12-10,5,1,12,1.4482758620689655,Ludhiana South
2017-12-11,6,0,12,1.5,Ludhiana South
2017-12-12,5,0,12,1.4482758620689655,Ludhiana South
2017-12-13,0,0,12,1.5,Ludhiana South
2017-12-14,2,0,12,1.5,Ludhiana South
2017-12-15,1,0,12,1.5,Ludhiana South
2017-12-16,0,1,12,1.5,Ludhiana South
2017-12-17,0,1,12,1.5,Ludhiana South
2017-12-18,0,0,12,1.5,Ludhiana South
2017-12-19,2,0,12,1.5,Ludhiana South
2017-12-20,4,0,12,1.5,Ludhiana South
2017-12-21,1,0,12,1.5,Ludhiana South
2017-12-22,6,0,12,1.5,Ludhiana South
2017-12-23,6,1,12,1.5,Ludhiana South
2017-12-24,2,1,12,1.5,Ludhiana South
2017-12-25,3,0,12,1.5,Ludhiana South
2017-12-26,2,0,12,1.5,Ludhiana South
2017-12-27,5,0,12,1.5,Ludhiana South
2017-12-28,4,0,12,1.5,Ludhiana South
2017-12-29,2,0,12,1.4827586206896552,Ludhiana South
2017-12-30,5,1,12,1.5,Ludhiana South
2017-12-31,3,1,12,1.5,Ludhiana South
2018-01-01,8,0,1,1.3928571428571428,Ludhiana South
2018-01-02,0,0,1,1.4074074074074074,Ludhiana South
2018-01-03,7,0,1,1.4827586206896552,Ludhiana South
2018-01-04,5,0,1,1.4482758620689655,Ludhiana South
2018-01-05,9,0,1,1.4482758620689655,Ludhiana South
2018-01-06,9,1,1,1.5,Ludhiana South
2018-01-07,8,1,1,1.5,Ludhiana South
2018-01-08,4,0,1,1.5,Ludhiana South
2018-01-09,6,0,1,1.4285714285714286,Ludhiana South
2018-01-10,5,0,1,1.5,Ludhiana South
2018-01-11,3,0,1,1.4482758620689655,Ludhiana South
2018-01-12,8,0,1,1.4827586206896552,Ludhiana South
2018-01-13,5,1,1,1.4482758620689655,Ludhiana South
2018-01-14,4,1,1,1.5,Ludhiana South
2018-01-15,5,0,1,1.4827586206896552,Ludhiana South
2018-01-16,6,0,1,1.5,Ludhiana South
2018-01-17,10,0,1,1.4482758620689655,Ludhiana South
2018-01-18,2,0,1,1.4482758620689655,Ludhiana South
2018-01-19,2,0,1,1.5,Ludhiana South
2018-01-20,6,1,1,1.5,Ludhiana South
2018-01-21,3,1,1,1.5,Ludhiana South
2018-01-22,5,0,1,1.5,Ludhiana South
2018-01-23,5,0,1,1.5,Ludhiana South
2018-01-24,1,0,1,1.5,Ludhiana South
2018-01-25,5,0,1,1.5,Ludhiana South
2018-01-26,4,0,1,1.5,Ludhiana South
2018-01-27,2,1,1,1.5,Ludhiana South
2018-01-28,0,1,1,1.5,Ludhiana South
2018-01-29,8,0,1,1.5,Ludhiana South
2018-01-30,3,0,1,1.5,Ludhiana South
2018-01-31,3,0,1,1.5,Ludhiana South
2018-02-01,11,0,2,1.5,Ludhiana South
2018-02-02,7,0,2,1.5,Ludhiana South
2018-02-03,4,1,2,1.4827586206896552,Ludhiana South
2018-02-04,4,1,2,1.5,Ludhiana South
2018-02-05,9,0,2,1.5,Ludhiana South
2018-02-06,3,0,2,1.5,Ludhiana South
2018-02-07,3,0,2,1.4482758620689655,Ludhiana South
2018-02-08,8,0,2,1.5,Ludhiana South
2018-02-09,6,0,2,1.5,Ludhiana South
2018-02-10,8,1,2,1.5,Ludhiana South
2018-02-11,5,1,2,1.4482758620689655,Ludhiana South
2018-02-12,7,0,2,1.4482758620689655,Ludhiana South
2018-02-13,8,0,2,1.5,Ludhiana South
2018-02-14,8,0,2,1.4827586206896552,Ludhiana South
2018-02-15,3,0,2,1.5,Ludhiana South
2018-02-16,5,0,2,1.4482758620689655,Ludhiana South
2018-02-17,2,1,2,1.5,Ludhiana South
2018-02-18,3,1,2,1.5,Ludhiana South
2018-02-19,2,0,2,1.3703703703703705,Ludhiana South
2018-02-20,12,0,2,1.5,Ludhiana South
2018-02-21,3,0,2,1.4482758620689655,Ludhiana South
2018-02-22,3,0,2,1.5,Ludhiana South
2018-02-23,7,0,2,1.5,Ludhiana South
2018-02-24,2,1,2,1.5,Ludhiana South
2018-02-25,1,1,2,1.5,Ludhiana South
2018-02-26,5,0,2,1.4827586206896552,Ludhiana South
2018-02-27,9,0,2,1.4827586206896552,Ludhiana South
2018-02-28,11,0,2,1.5,Ludhiana South
2018-03-01,8,0,3,1.5,Ludhiana South
2018-03-02,2,0,3,1.5,Ludhiana South
2018-03-03,7,1,3,1.5,Ludhiana South
2018-03-04,1,1,3,1.5,Ludhiana South
2018-03-05,6,0,3,1.5,Ludhiana South
2018-03-06,1,0,3,1.5,Ludhiana South
2018-03-07,6,0,3,1.5,Ludhiana South
2018-03-08,4,0,3,1.5,Ludhiana South
2018-03-09,3,0,3,1.5,Ludhiana South
2018-03-10,6,1,3,1.5,Ludhiana South
2018-03-11,2,1,3,1.5,Ludhiana South
2018-03-12,5,0,3,1.5,Ludhiana South
2018-03-13,3,0,3,1.5,Ludhiana South
2018-03-14,6,0,3,1.5,Ludhiana South
2018-03-15,1,0,3,1.5,Ludhiana South
2018-03-16,5,0,3,1.5,Ludhiana South
2018-03-17,1,1,3,1.5,Ludhiana South
2018-03-18,5,1,3,1.4482758620689655,Ludhiana South
2018-03-19,5,0,3,1.4827586206896552,Ludhiana South
2018-03-20,4,0,3,1.5,Ludhiana South
2018-03-21,2,0,3,1.5,Ludhiana South
2018-03-22,5,0,3,1.5,Ludhiana South
2018-03-23,6,0,3,1.5,Ludhiana South
2018-03-24,6,1,3,1.5,Ludhiana South
2018-03-25,4,1,3,1.5,Ludhiana South
2018-03-26,6,0,3,1.5,Ludhiana South
2018-03-27,5,0,3,1.5,Ludhiana South
2018-03-28,3,0,3,1.5,Ludhiana South
2018-03-29,3,0,3,1.5,Ludhiana South
2018-03-30,7,0,3,1.5,Ludhiana South
2018-03-31,7,1,3,1.5,Ludhiana South
2018-04-01,6,1,4,1.5,Ludhiana South
2018-04-02,6,0,4,1.5,Ludhiana South
2018-04-03,5,0,4,1.5,Ludhiana South
2018-04-04,4,0,4,1.5,Ludhiana South
2018-04-05,6,0,4,1.5,Ludhiana South
2018-04-06,7,0,4,1.5,Ludhiana South
2018-04-07,3,1,4,1.3928571428571428,Ludhiana South
2018-04-08,4,1,4,1.5,Ludhiana South
2018-04-09,7,0,4,1.5,Ludhiana South
2018-04-10,9,0,4,1.5,Ludhiana South
2018-04-11,3,0,4,1.4285714285714286,Ludhiana South
2018-04-12,7,0,4,1.5,Ludhiana South
2018-04-13,4,0,4,1.5,Ludhiana South
2018-04-14,3,1,4,1.5,Ludhiana South
2018-04-15,6,1,4,1.4482758620689655,Ludhiana South
2018-04-16,3,0,4,1.5,Ludhiana South
2018-04-17,4,0,4,1.5,Ludhiana South
2018-04-18,4,0,4,1.5,Ludhiana South
2018-04-19,3,0,4,1.5,Ludhiana South
2018-04-20,4,0,4,1.5,Ludhiana South
2018-04-21,3,1,4,1.5,Ludhiana South
2018-04-22,0,1,4,1.5,Ludhiana South
2018-04-23,4,0,4,1.4482758620689655,Ludhiana South
2018-04-24,4,0,4,1.5,Ludhiana South
2018-04-25,2,0,4,1.5,Ludhiana South
2018-04-26,1,0,4,1.5,Ludhiana South
2018-04-27,3,0,4,1.5,Ludhiana South
2018-04-28,3,1,4,1.5,Ludhiana South
2018-04-29,1,1,4,1.5,Ludhiana South
2018-04-30,3,0,4,1.5,Ludhiana South
2018-05-01,10,0,5,1.5,Ludhiana South
2018-05-02,8,0,5,1.5,Ludhiana South
2018-05-03,7,0,5,1.4482758620689655,Ludhiana South
2018-05-04,4,0,5,1.5,Ludhiana South
2018-05-05,7,1,5,1.5,Ludhiana South
2018-05-06,5,1,5,1.5,Ludhiana South
2018-05-07,8,0,5,1.5,Ludhiana South
2018-05-08,12,0,5,1.5,Ludhiana South
2018-05-09,6,0,5,1.5,Ludhiana South
2018-05-10,2,0,5,1.5,Ludhiana South
2018-05-11,5,0,5,1.5,Ludhiana South
2018-05-12,5,1,5,1.5,Ludhiana South
2018-05-13,3,1,5,1.5,Ludhiana South
2018-05-14,8,0,5,1.5,Ludhiana South
2018-05-15,4,0,5,1.5,Ludhiana South
2018-05-16,2,0,5,1.5,Ludhiana South
2018-05-17,6,0,5,1.5,Ludhiana South
2018-05-18,6,0,5,1.5,Ludhiana South
2018-05-19,7,1,5,1.5,Ludhiana South
2018-05-20,5,1,5,1.5,Ludhiana South
2018-05-21,6,0,5,1.5,Ludhiana South
2018-05-22,5,0,5,1.5,Ludhiana South
2018-05-23,7,0,5,1.5,Ludhiana South
2018-05-24,4,0,5,1.5,Ludhiana South
2018-05-25,2,0,5,1.4482758620689655,Ludhiana South
2018-05-26,2,1,5,1.5,Ludhiana South
